item_id,item_name,slot,str,mag,def,hp,special_ability,rarity,flavor_text,series_tag,icon
new_719760,Donut's Scepter of the Thunder Maul,Weapon,34,24,1,5,None,Rare,The kind of gear merchants call 'starter' and veterans call 'bait.',Dungeon Crawler Carl,/icons/icons_quest_misc_061.png
new_707199,Discounted Warden Band of the Sentinel,Ring,0,2,22,80,None,Uncommon,"Smells like mildew, pennies, and survivorship bias.",Discount Dan's Backroom Bargains,/icons/acc_ringwod_003.png
new_772899,Cracked-Core Beads of Channeling,Neck,4,11,4,5,None,Common,Slightly better than nothing. Only slightly.,Corrupted,/icons/acc_neck_030.png
new_517931,Montana's Doublet of the Aegis Crown,Chest,40,3,35,10,None,Epic,Hard-coded into the reality substrate for your convenience.,The Good Guys,/icons/chest_cloth_043.png
new_526643,Dresden's Halo Ring of the Chronomancer,Ring,2,29,29,0,None,Rare,Slightly better than nothing. Only slightly.,Dresden Files,/icons/acc_ring_035.png
new_892679,Misprinted Phylactery Shard of Stars,Trinket,1,10,8,5,None,Common,A pity prize for finishing another book.,General,/icons/acc_trinket_082.png
new_563277,Dresden's Cuirass of the Chronomancer,Chest,2,33,36,45,None,Epic,The brass gleam suggests ambition. The dents suggest reality.,Dresden Files,/icons/chest_plate_103.png
new_954626,Spare-Parts Circlet of the Cosmic Thread,Head,6,24,5,25,None,Uncommon,Improved after three revisions and one embarrassing recall.,High-Tech,/icons/icons_quest_misc_069.png
new_121301,Knockoff Echo Recorder of the Aegis Crown,Trinket,8,4,8,0,None,Common,Wait; is that a bloodstain or a design choice?,Corrupted,/icons/acc_trinket_041.png
new_340460,Ashen Totem of the War Cry,Trinket,16,2,21,5,None,Uncommon,"It rattles when moved, much like your long-term build plan.",Corrupted,/icons/acc_trinket_100.png
new_972315,Bent-Nail Greataxe of Warding,Weapon,4,23,35,90,None,Epic,A patch fix for a bug that technically never existed.,General,/icons/weapon_axe_030.png
new_895369,Drill-Grade Rune Torque of Manifesting,Neck,0,8,9,15,None,Common,The System has classified this as usable. Barely.,A Soldier's Life,/icons/acc_neck_034.png
new_588197,Barracks-Issue Repeater of the Moon Script,Weapon,0,12,8,0,None,Common,Slightly better than nothing. Only slightly.,A Soldier's Life,/icons/icons_quest_misc_208.png
new_322774,Off-Brand Oathcord of the Chronomancer,Neck,11,18,6,25,None,Uncommon,One of a kind. Until you find another one.,General,/icons/acc_neck_027.png
new_285505,Ooze-Stained Dog Tags of the Gorilla,Neck,12,0,8,0,None,Common,Stamped out by a bored quartermaster and dropped immediately. A natural lifecycle.,General,/icons/acc_necklace_010.png
new_796529,Barracks-Issue Blood Ring of Might,Ring,12,3,0,25,None,Common,The kind of gear merchants call 'starter' and veterans call 'bait.',A Soldier's Life,/icons/acc_ring_032.png
new_225272,Waymarked Circlet of the Juggernaut,Head,18,1,7,70,None,Uncommon,"If disappointment had a loot table entry, this would be near the top.",Heaven's Laws,/icons/icons_quest_misc_157.png
new_694483,Field-Repaired Reliquary of the Fortress Oath,Trinket,9,4,35,60,None,Rare,The System rarely admits admiration. This is close.,High-Tech,/icons/acc_trinket_115.png
new_567796,Trash-Tier Votive of the Anchor,Trinket,5,0,10,25,None,Common,Slightly better than nothing. Only slightly.,System,/icons/acc_trinket_123.png
new_889106,Knockoff Circuit Ring of the Black Bastion,Ring,18,0,17,25,None,Uncommon,The System acknowledges your survival. For now.,Corrupted,/icons/acc_ringwod_052.png
new_693728,Budget-Line Pulse Rifle of the Stronghold,Weapon,22,6,44,40,None,Epic,"Smells like mildew, pennies, and survivorship bias.",High-Tech,/icons/icons_quest_misc_086.png
new_771995,Riverstone Plastron of the Void Walker,Chest,4,36,40,0,None,Epic,A reward for your 'hard work.' Try not to lose it.,A Thousand Li,/icons/chest_plate_027.png
new_719389,Ogre's Lifesignet of Slaying,Neck,24,10,15,55,None,Rare,Highly recommended by 4 out of 5 dead heroes.,Defiance of the Fall,/icons/acc_neck_036.png
new_899904,Ooze-Stained Blood Ring of the Fortress Oath,Ring,4,7,8,5,None,Common,The System found this in a trash bin. Enjoy.,General,/icons/acc_ringwod_015.png
new_103032,Shopworn Duster of the Mountain,Chest,0,8,12,0,None,Common,"This survived a drawer full of junk. Against all odds, so did you.",Shopocalypse Saga,/icons/icons_quest_misc_111.png
new_268428,Patch-Note Mindcage of the Comet,Head,14,36,7,115,None,Epic,Slightly better than nothing. Only slightly.,System,/icons/icons_quest_misc_106.png
new_884811,Cracked-Core Maul of the Phalanx,Weapon,10,3,18,45,None,Uncommon,Wait; is that a bloodstain or a design choice?,Corrupted,/icons/weapon_mace_211.png
new_871503,Fool-Marked Memory Crystal of the Sky Furnace,Trinket,4,31,21,20,None,Rare,Error 404: Better loot not found.,Mark of the Fool,/icons/acc_trinket_122.png
new_161479,Mass-Forged Choker of the Berserker,Neck,11,1,2,30,None,Common,It was discovered under a cart. Great destinies begin somewhere awful.,General,/icons/acc_neck_028.png
new_342428,Ration-Issue Pectoral of the Citadel,Neck,31,3,46,0,None,Epic,It still smells faintly of the previous owner.,A Soldier's Life,/icons/acc_neck_032.png
new_989818,Wolfsworn Warstaff of the Berserker,Weapon,30,5,17,40,None,Rare,Wait; is that a bloodstain or a design choice?,Law of the Jungle,/icons/weapon_mace_233.png
new_534311,Bent-Nail Brigandine of the Owl,Chest,3,10,0,35,None,Common,Factory-second quality for a second-rate hero.,General,/icons/icons_quest_misc_060.png
new_242784,Second-Hand Totem of the Iron Avalanche,Trinket,11,1,0,40,None,Common,Forged in haste and probably in violation of several safety codes.,General,/icons/acc_trinket_122.png
new_430091,Frost-Bitten Halberd of the Gorilla,Weapon,22,7,8,15,None,Uncommon,"This survived a drawer full of junk. Against all odds, so did you.",General,/icons/icons_quest_misc_249.png
new_521073,Sigilborne Jerkin of Relentless Force,Chest,30,28,2,0,None,Rare,"It rattles when moved, much like your long-term build plan.",Arcane Ascension,/icons/icons_quest_misc_127.png
new_312428,Knockoff Brigandine of the Void,Chest,0,10,10,0,None,Common,"Smells like mildew, pennies, and survivorship bias.",Corrupted,/icons/icons_quest_misc_059.png
new_504903,Scamp's Memory Crystal of the Comet,Trinket,7,8,0,25,None,Common,"If disappointment had a loot table entry, this would be near the top.",The Bad Guys,/icons/acc_trinket_111.png
new_161892,Archmagus Rapier of the Aether Throne,Weapon,27,37,14,10,None,Epic,Procedurally generated for maximum efficiency.,Legend of the Arch Magus,/icons/weapon_sword_063.png
new_360998,Gearbound Surcoat of Whispers,Chest,8,17,12,15,None,Uncommon,Your progress has been noted. Please remain seated.,High-Tech,/icons/chest_cloth_026.png
new_658998,Battle-Worn Compass of Brilliance,Trinket,1,8,9,10,None,Common,Built from scrap and optimism. One of those failed first.,General,/icons/acc_trinket_049.png
new_238490,Bent-Nail Soul Vial of Arcane Power,Trinket,4,12,1,15,None,Common,A minor triumph of cheap materials over basic standards.,General,/icons/acc_trinket_005.png
new_806846,Riftshaper Vowband of the Crushing Tide,Ring,34,21,16,45,None,Epic,Stamped out by a bored quartermaster and dropped immediately. A natural lifecycle.,Defiance of the Fall,/icons/acc_ring_075.png
new_260630,Monarchforged Charm of Warding,Trinket,26,12,59,15,None,Legendary,The finish peeled off before you equipped it. Very efficient.,Cradle,/icons/acc_trinket_141.png
new_907407,Trash-Tier Rosary of the Black Bastion,Neck,2,0,11,35,None,Common,It pulses with a rhythmic; annoying light.,System,/icons/acc_neck_007.png
new_852794,Ration-Issue Kevlar Vest of Impact,Chest,9,1,9,5,None,Common,Congratulations. You found the shiny thing.,A Soldier's Life,/icons/icons_quest_misc_165.png
new_827539,Surplus Amulet of the Aether Throne,Neck,4,11,4,5,None,Common,Wait; is that a bloodstain or a design choice?,Imperial Initiative,/icons/acc_neck_033.png
new_281450,Dan's Necklace of the Comet,Neck,7,11,2,0,None,Common,It was discovered under a cart. Great destinies begin somewhere awful.,The Bad Guys,/icons/acc_neck_029.png
new_609784,Salvaged Mindcage of Slaying,Head,32,33,4,55,None,Epic,Not heroic. Not worthless. The middle path remains ugly.,High-Tech,/icons/icons_quest_misc_021.png
new_190050,Boilerplate Gambeson of the Rampart,Chest,0,8,10,10,None,Common,Error 404: Better loot not found.,High-Tech,/icons/chest_cloth_168.png
new_630920,Cracked-Core Robe of Ripping,Chest,12,7,1,0,None,Common,Built from scrap and optimism. One of those failed first.,Corrupted,/icons/chest_cloth_156.png
new_114109,Waymarked Circuit Ring of Warding,Ring,5,5,24,30,None,Uncommon,The System has classified this as usable. Barely.,Heaven's Laws,/icons/acc_ring_046.png
new_672237,Scamp's Falchion of Iron,Weapon,3,7,8,10,None,Common,A bargain from Dan's backroom. Possibly cursed.,The Bad Guys,/icons/weapon_sword_187.png
new_326483,Discounted Monolith Shard of the Eldritch Gale,Neck,1,9,10,0,None,Common,"If disappointment had a loot table entry, this would be near the top.",Discount Dan's Backroom Bargains,/icons/acc_necklace_010.png
new_292540,Mimic-Bait Longbow of Stars,Weapon,1,8,0,55,None,Common,Wait; is that a bloodstain or a design choice?,System,/icons/weapon_bow_041.png
new_450541,Drill-Grade Scepter of the Rampart,Weapon,2,6,9,15,None,Common,Wait; is that a bloodstain or a design choice?,A Soldier's Life,/icons/icons_quest_misc_186.png
new_177214,Ration-Issue Beacon of the Night Lens,Trinket,7,10,3,0,None,Common,The AI that designed this was having a bad day.,A Soldier's Life,/icons/acc_trinket_135.png
new_305549,Viv's Dagger of the Arc-Light,Weapon,2,30,8,100,None,Rare,"The stitching is uneven, but so is fate.",Legends & Lattes,/icons/weapon_shortblade_100.png
new_299201,Surplus Tabard Vest of the Iron Wall,Chest,4,2,9,25,None,Common,Error 404: Better loot not found.,Imperial Initiative,/icons/icons_quest_misc_137.png
new_965412,Nerfed Deathmask of the Eldritch Gale,Head,1,11,4,20,None,Common,The System acknowledges your survival. For now.,System,/icons/icons_quest_misc_163.png
new_935409,Dust-Caked Chainblade of the Siege Horn,Weapon,10,1,8,5,None,Common,Forged in haste and probably in violation of several safety codes.,A Shrouded World,/icons/icons_quest_misc_029.png
new_711961,Misprinted Dagger of Iron,Weapon,1,1,8,50,None,Common,It pulses with a rhythmic; annoying light.,General,/icons/weapon_shortblade_062.png
new_151732,Gleaming Mail of Slaying,Chest,41,0,54,25,None,Legendary,Your progress has been noted. Please remain seated.,General,/icons/chest_mail_065.png
new_811572,Barracks-Issue Figurine of Relentless Force,Trinket,16,0,10,70,None,Uncommon,"Somebody threw this away. The System saw potential. Tragic, really.",A Soldier's Life,/icons/acc_trinket_072.png
new_102237,Mass-Forged Soul Vial of the War Cry,Trinket,9,3,3,25,None,Common,A pity prize for finishing another book.,General,/icons/acc_trinket_093.png
new_244590,Corin's Halberd of the Rune Storm,Weapon,5,29,23,15,None,Rare,The System found this in a trash bin. Enjoy.,Arcane Ascension,/icons/icons_quest_misc_098.png
new_787931,Battleborn Soul Vial of the Berserker,Trinket,32,6,37,25,None,Epic,It still smells faintly of the previous owner.,Azarinth Healer,/icons/acc_trinket_041.png
new_699050,Factory-Stamped Rune Tablet of the Wardstone,Trinket,2,3,12,15,None,Common,Slightly better than nothing. Only slightly.,High-Tech,/icons/acc_trinket_001.png
new_126027,Cracked-Core Circuit Ring of Final Impact,Ring,11,8,1,0,None,Common,It was discovered under a cart. Great destinies begin somewhere awful.,Corrupted,/icons/acc_ring_062.png
new_693854,Shattered Sunblade of the Night Lens,Weapon,1,9,10,0,None,Common,A pity prize for finishing another book.,General,/icons/weapon_sword_052.png
new_781901,Scamp's Null Ring of the Warded Step,Ring,8,7,24,105,None,Rare,It looks rented. The System expects it back in worse condition.,The Bad Guys,/icons/acc_ringwod_012.png
new_642247,Spare-Parts Signet of the Last Shield,Ring,2,8,9,5,None,Common,Built from scrap and optimism. One of those failed first.,High-Tech,/icons/acc_ring_064.png
new_341800,Bent-Nail Tabard Vest of the Colossus March,Chest,8,1,7,20,None,Common,"The stitching is uneven, but so is fate.",General,/icons/icons_quest_misc_074.png
new_191157,Dan's Cuirass of the Siege Horn,Chest,8,4,1,35,None,Common,"If disappointment had a loot table entry, this would be near the top.",The Bad Guys,/icons/chest_plate_117.png
new_343958,Voidreaver Rosary of the Sage,Neck,41,47,6,30,None,Legendary,Congratulations. You found the shiny thing.,System Universe Series,/icons/acc_neck_030.png
new_501335,Rattletrap Recurve of the Warded Step,Weapon,0,18,22,0,None,Uncommon,Built from scrap and optimism. One of those failed first.,High-Tech,/icons/weapon_bow_060.png
new_483534,Spare-Parts Medallion of the Parapet,Neck,0,7,11,10,None,Common,"This survived a drawer full of junk. Against all odds, so did you.",High-Tech,/icons/acc_neck_029.png
new_751664,Gleaming Robe of the Iron Wall,Chest,15,4,21,0,None,Uncommon,The System has classified this as usable. Barely.,General,/icons/chest_cloth_099.png
new_712655,Steelbloom Pilot Hood of Fortitude,Head,3,15,19,15,None,Uncommon,It looks rented. The System expects it back in worse condition.,The Alchemic Weaponeer Series,/icons/icons_quest_misc_018.png
new_856870,Zev's Crown of the Black Bastion,Head,7,4,23,30,None,Uncommon,Factory-second quality for a second-rate hero.,Dungeon Crawler Carl,/icons/icons_quest_misc_253.png
new_358265,Shopworn Cowl of the Moon Script,Head,1,11,2,30,None,Common,"It rattles when moved, much like your long-term build plan.",Shopocalypse Saga,/icons/head_cloth_023.png
new_320565,Void-Touched Bauble of the Warded Step,Trinket,32,6,34,40,None,Epic,Stamped out by a bored quartermaster and dropped immediately. A natural lifecycle.,Ancient,/icons/acc_trinket_052.png
new_765183,Carl's Talisman of the Mountain,Trinket,1,6,20,65,None,Uncommon,Even the goblins passed on this one. Bold of you to disagree.,Dungeon Crawler Carl,/icons/acc_trinket_122.png
new_185751,Dan's Kevlar Vest of the Iron Wall,Chest,4,5,10,5,None,Common,Stamped out by a bored quartermaster and dropped immediately. A natural lifecycle.,The Bad Guys,/icons/icons_quest_misc_126.png
new_106902,Gleaming Mail of the Anchor,Chest,3,3,10,20,None,Common,Warning: Do not consume.,General,/icons/chest_mail_134.png
new_115240,Dan's Sledge of Bonebreaker Oaths,Weapon,23,9,7,5,None,Uncommon,Your progress has been noted. Please remain seated.,The Bad Guys,/icons/weapon_mace_108.png
new_507219,Shadow-Sect Warden Band of the Eldritch Gale,Ring,4,29,19,40,None,Rare,"Somebody threw this away. The System saw potential. Tragic, really.",General,/icons/acc_ringwod_034.png
new_431267,Shopworn Dirk of the War Cry,Weapon,11,9,0,0,None,Common,The AI that designed this was having a bad day.,Shopocalypse Saga,/icons/weapon_shortblade_011.png
new_458160,Mass-Forged Arc Pistol of the Mystic,Weapon,1,12,5,10,None,Common,The System has classified this as usable. Barely.,General,/icons/icons_quest_misc_024.png
new_767244,Ashwood Warden Band of the Parapet,Ring,2,16,22,0,None,Uncommon,It was discovered under a cart. Great destinies begin somewhere awful.,Benjamin Ashwood Series,/icons/acc_ring_040.png
new_407432,Gearbound Maul of Relentless Force,Weapon,18,8,14,0,None,Uncommon,Your progress has been noted. Please remain seated.,High-Tech,/icons/weapon_mace_066.png
new_923943,Stamped-Alloy Chainblade of the Deep Spell,Weapon,10,8,0,10,None,Common,The AI that designed this was having a bad day.,High-Tech,/icons/icons_quest_misc_227.png
new_239980,Wolfsworn Mace of the Sky Furnace,Weapon,0,20,10,50,None,Uncommon,A reward for your 'hard work.' Try not to lose it.,Law of the Jungle,/icons/weapon_mace_388.png
new_570635,Salvaged Artifact of Final Impact,Trinket,22,10,5,15,None,Uncommon,Your progress has been noted. Please remain seated.,High-Tech,/icons/acc_trinket_055.png
new_810949,Misprinted Knuckleband of the Mystic,Ring,0,11,9,0,None,Common,The System found this in a trash bin. Enjoy.,General,/icons/acc_ring_094.png
new_678642,Drill-Grade Tunic of Shielding,Chest,10,1,8,5,None,Common,"This survived a drawer full of junk. Against all odds, so did you.",A Soldier's Life,/icons/chest_cloth_060.png
new_244882,Barracks-Issue Loop of Iron,Ring,8,0,12,0,None,Common,"It rattles when moved, much like your long-term build plan.",A Soldier's Life,/icons/acc_ring_010.png
new_342340,Cracked-Core Hexband of the Phalanx,Ring,6,4,8,10,None,Common,"If disappointment had a loot table entry, this would be near the top.",Corrupted,/icons/acc_ring_057.png
new_139856,Dust-Caked Lucky Bone of the Bear,Trinket,12,3,1,20,None,Common,"It rattles when moved, much like your long-term build plan.",A Shrouded World,/icons/acc_trinket_122.png
new_614477,Mass-Forged Bauble of the Tower,Trinket,3,4,11,10,None,Common,Warning: Do not consume.,General,/icons/acc_trinket_014.png
new_760993,Rattletrap Needler of the Shellback,Weapon,5,0,9,30,None,Common,"Somebody threw this away. The System saw potential. Tragic, really.",High-Tech,/icons/icons_quest_misc_175.png
new_557226,Embermarked Shank of the Titan,Ring,23,0,7,50,None,Uncommon,A minor triumph of cheap materials over basic standards.,Divine,/icons/acc_ring_031.png
new_555326,Ooze-Stained Spatha of the Crushing Tide,Weapon,11,1,6,10,None,Common,It looks rented. The System expects it back in worse condition.,General,/icons/weapon_sword_043.png
new_981356,Ooze-Stained Plastron of Manifesting,Chest,13,55,22,50,None,Legendary,Improved after three revisions and one embarrassing recall.,General,/icons/chest_plate_120.png
new_790431,Rattletrap Chronometer of the Shellback,Trinket,13,0,22,25,None,Uncommon,A minor triumph of cheap materials over basic standards.,High-Tech,/icons/acc_trinket_115.png
new_432430,Stamped-Alloy Tabard of the Citadel,Chest,9,1,8,10,None,Common,Forged in haste and probably in violation of several safety codes.,High-Tech,/icons/chest_cloth_066.png
new_849012,Mimic-Bait Observer Goggles of the Prism Mind,Head,0,12,0,40,None,Common,Congratulations. You found the shiny thing.,System,/icons/icons_quest_misc_042.png
new_237420,Off-Brand Coif of the Nebula,Head,1,8,0,55,None,Common,The System found this in a trash bin. Enjoy.,General,/icons/head_mail_015.png
new_393863,Ghostwater Arc Pistol of the Thunder Maul,Weapon,36,0,24,0,None,Rare,The finish peeled off before you equipped it. Very efficient.,Cradle,/icons/icons_quest_misc_101.png
new_512728,Boilerplate Lamellar of Stars,Chest,0,11,9,0,None,Common,Error 404: Better loot not found.,High-Tech,/icons/icons_quest_misc_092.png
new_671955,Misprinted Claymore of the Iron Reign,Weapon,10,0,2,40,None,Common,The System has classified this as usable. Barely.,General,/icons/weapon_sword_267.png
new_460765,Surplus Tabard Vest of the Tortoise,Chest,1,0,11,40,None,Common,Factory-second quality for a second-rate hero.,Imperial Initiative,/icons/icons_quest_misc_163.png
new_163357,Flea-Market Phylactery of the Warded Step,Trinket,10,1,9,0,None,Common,Forged in haste and probably in violation of several safety codes.,Jake's Magical Market,/icons/acc_trinket_003.png
new_929870,Shattered Grav Pendant of the Warded Step,Neck,4,6,10,0,None,Common,"This survived a drawer full of junk. Against all odds, so did you.",General,/icons/acc_neck_022.png
new_717393,Bent-Nail Soul Prism of the Chainbreaker,Neck,9,1,8,10,None,Common,It pulses with a rhythmic; annoying light.,General,/icons/acc_neck_001.png
new_760241,Montana's Halo Ring of Ripping,Ring,21,18,0,5,None,Uncommon,"Calibrated by the System to be adequate, which for you counts as praise.",The Good Guys,/icons/acc_ring_073.png
new_147246,Battle-Worn Circuit Ring of the Bastion,Ring,8,0,12,0,None,Common,Stamped out by a bored quartermaster and dropped immediately. A natural lifecycle.,General,/icons/acc_ring_057.png
new_860992,Cracked-Core Collar of Slaying,Neck,9,11,0,0,None,Common,The System has classified this as usable. Barely.,Corrupted,/icons/acc_neck_005.png
new_266830,Ration-Issue Necklace of the Bulwark,Neck,1,7,12,0,None,Common,"The stitching is uneven, but so is fate.",A Soldier's Life,/icons/acc_neck_017.png
new_496465,Scuffed Sigil of Arcane Power,Neck,9,8,2,5,None,Common,Congratulations. You found the shiny thing.,General,/icons/acc_neck_027.png
new_302472,Cursed-ish Greathelm of the Tortoise,Head,6,6,23,25,None,Uncommon,"The stitching is uneven, but so is fate.",System,/icons/head_plate_045.png
new_454951,Scuffed Whip of Deflection,Weapon,4,15,18,15,None,Uncommon,The brass gleam suggests ambition. The dents suggest reality.,General,/icons/icons_quest_misc_056.png
new_941788,Gleaming Rapier of the Warlord,Weapon,9,0,5,30,None,Common,Factory-second quality for a second-rate hero.,General,/icons/weapon_sword_221.png
new_927038,Bent-Nail Votive of the Bear,Trinket,11,2,0,35,None,Common,The System has classified this as usable. Barely.,General,/icons/acc_trinket_046.png
new_544658,Bent-Nail Greathelm of the Night Lens,Head,8,12,0,0,None,Common,Stamped out by a bored quartermaster and dropped immediately. A natural lifecycle.,General,/icons/head_plate_145.png
new_330060,Rattletrap Lamellar of the Sky Furnace,Chest,0,10,7,15,None,Common,"It rattles when moved, much like your long-term build plan.",High-Tech,/icons/icons_quest_misc_093.png
new_840810,Mimic-Bait Crown of the Crushing Tide,Head,20,8,2,50,None,Uncommon,"Calibrated by the System to be adequate, which for you counts as praise.",System,/icons/icons_quest_misc_245.png
new_308339,Ration-Issue Orb of the Stormbreak,Trinket,0,5,9,30,None,Common,The craftsmanship is... adequate. Barely.,A Soldier's Life,/icons/acc_trinket_092.png
new_197251,Standard-Issue Locket of the Moon Script,Neck,15,18,3,20,None,Uncommon,It pulses with a rhythmic; annoying light.,System,/icons/acc_neck_033.png
new_416457,Shopworn Boomstick of the Juggernaut,Weapon,25,12,13,50,None,Rare,A pity prize for finishing another book.,Shopocalypse Saga,/icons/icons_quest_misc_176.png
new_878259,Training-Yard Sunblade of Unbroken Lines,Weapon,1,7,12,0,None,Common,Slightly better than nothing. Only slightly.,Quest Academy,/icons/weapon_sword_560.png
new_621724,Boilerplate Knuckleband of the Iron Avalanche,Ring,23,2,0,75,None,Uncommon,Forged in the fires of your own obsession.,High-Tech,/icons/acc_ring_087.png
new_778798,Spare-Parts Pulse Rifle of the Ether Crown,Weapon,0,9,8,15,None,Common,"Mass-produced, lightly cursed, and somehow still an upgrade.",High-Tech,/icons/icons_quest_misc_144.png
new_518050,Embermarked Loop of the Chainbreaker,Ring,22,5,6,35,None,Uncommon,It still smells faintly of the previous owner.,Divine,/icons/acc_ring_008.png
new_355700,Zev's Mail of the Adamant Crown,Chest,44,8,16,60,None,Epic,The AI that designed this was having a bad day.,Dungeon Crawler Carl,/icons/chest_mail_013.png
new_649861,Scuffed Halberd of the Colossus March,Weapon,9,7,4,0,None,Common,"Smells like mildew, pennies, and survivorship bias.",General,/icons/icons_quest_misc_135.png
new_196081,Training-Yard Icon of the Wolf General,Trinket,36,10,30,20,None,Epic,A patch fix for a bug that technically never existed.,Quest Academy,/icons/acc_trinket_059.png
new_731613,Gleaming Scepter of the Titan,Weapon,11,4,3,10,None,Common,The System found this in a trash bin. Enjoy.,General,/icons/icons_quest_misc_081.png
new_795339,Barracks-Issue Carapace of the Ether Crown,Chest,8,9,2,5,None,Common,Factory-second quality for a second-rate hero.,A Soldier's Life,/icons/icons_quest_misc_161.png
new_464253,Surplus Sigil of the Anvil Fist,Neck,11,1,0,40,None,Common,The System has classified this as usable. Barely.,Imperial Initiative,/icons/acc_neck_027.png
new_164291,Shopworn Brigandine of Unbroken Lines,Chest,1,0,9,50,None,Common,The System acknowledges your survival. For now.,Shopocalypse Saga,/icons/icons_quest_misc_258.png
new_537643,Misprinted Necklace of the Siege Horn,Neck,10,8,2,0,None,Common,Forged in haste and probably in violation of several safety codes.,General,/icons/acc_necklace_012.png
new_559877,Mass-Forged Mail of the Last Shield,Chest,18,9,31,10,None,Rare,Congratulations. You found the shiny thing.,General,/icons/chest_mail_028.png
new_740203,Crownsworn Starloop of Crushing,Ring,28,15,0,85,None,Rare,"Mass-produced, lightly cursed, and somehow still an upgrade.",Mark of the Fool,/icons/acc_ring_100.png
new_870031,Nova-Forged Scaleshirt of the Prism Mind,Chest,18,60,10,60,None,Legendary,"If disappointment had a loot table entry, this would be near the top.",Portal to Nova Roma,/icons/icons_quest_misc_169.png
new_402228,Barracks-Issue Mail of the Blood Ram,Chest,10,7,3,0,None,Common,The System acknowledges your survival. For now.,A Soldier's Life,/icons/chest_mail_091.png
new_264901,Surplus Mindcage of the Thunder Maul,Head,8,10,1,5,None,Common,The AI that designed this was having a bad day.,Imperial Initiative,/icons/icons_quest_misc_011.png
new_986658,Second-Hand Starloop of Astral Fire,Ring,6,11,0,15,None,Common,"This survived a drawer full of junk. Against all odds, so did you.",General,/icons/acc_ring_066.png
new_655371,Pristine Spellbook of the Gorilla,Weapon,19,5,16,0,None,Uncommon,A reward for your 'hard work.' Try not to lose it.,General,/icons/icons_quest_misc_079.png
new_445952,Void-Touched Data Cube of the Stone Choir,Trinket,17,22,35,30,None,Epic,A patch fix for a bug that technically never existed.,Ancient,/icons/acc_trinket_030.png
new_325132,Standard-Issue Null Ring of the Cosmic Thread,Ring,0,9,7,20,None,Common,The kind of gear merchants call 'starter' and veterans call 'bait.',System,/icons/acc_ring_029.png
new_836175,Steelbloom Beads of the Wardstone,Neck,13,11,57,95,None,Legendary,The System does not joke about artifacts like this. It merely records who fails to deserve them.,The Alchemic Weaponeer Series,/icons/acc_neck_019.png
new_488376,Battle-Worn Morningstar of Impact,Weapon,16,24,0,0,None,Uncommon,Error 404: Better loot not found.,General,/icons/weapon_mace_266.png
new_358630,Training-Yard Spear of Iron,Weapon,11,0,8,5,None,Common,It pulses with a rhythmic; annoying light.,Quest Academy,/icons/icons_quest_misc_157.png
new_354148,Drill-Grade Token of the Blue Nova,Trinket,2,8,10,0,None,Common,"If disappointment had a loot table entry, this would be near the top.",A Soldier's Life,/icons/acc_trinket_139.png
new_959726,Second-Hand Loop of the Iron Reign,Ring,9,1,9,5,None,Common,Congratulations. You found the shiny thing.,General,/icons/acc_ring_072.png
new_631557,Dawn-Touched Beads of the Warded Step,Neck,7,8,18,35,None,Uncommon,Forged in the fires of your own obsession.,Divine,/icons/acc_neck_025.png
new_929422,Stamped-Alloy Whip of the Siege Horn,Weapon,12,3,3,10,None,Common,Stamped out by a bored quartermaster and dropped immediately. A natural lifecycle.,High-Tech,/icons/icons_quest_misc_143.png
new_551410,Drill-Grade Visage of the Deep Spell,Head,7,11,2,0,None,Common,The System found this in a trash bin. Enjoy.,A Soldier's Life,/icons/icons_quest_misc_275.png
new_566782,Bent-Nail Battle Visor of the Goliath Brand,Head,8,1,6,25,None,Common,It pulses with a rhythmic; annoying light.,General,/icons/icons_quest_misc_219.png
new_991462,Drill-Grade Echo Recorder of the Battle Saint,Trinket,12,5,2,5,None,Common,"Mass-produced, lightly cursed, and somehow still an upgrade.",A Soldier's Life,/icons/acc_trinket_071.png
new_844003,Ashen Pauldrons of Arcane Power,Chest,6,24,8,110,None,Rare,Built from scrap and optimism. One of those failed first.,Corrupted,/icons/chest_plate_126.png
new_185383,Second-Hand Cuirass of Arcane Power,Chest,8,12,0,0,None,Common,Forged in haste and probably in violation of several safety codes.,General,/icons/chest_plate_010.png
new_713446,Dawn-Touched Vambraces of the Dream Current,Chest,7,19,2,60,None,Uncommon,The System has classified this as usable. Barely.,Divine,/icons/chest_plate_045.png
new_937119,Nerfed Circuit Ring of Iron,Ring,6,3,27,120,None,Rare,Forged in the fires of your own obsession.,System,/icons/acc_ringwod_037.png
new_622881,Rusty Visor of the Mountain,Head,1,7,10,10,None,Common,"This survived a drawer full of junk. Against all odds, so did you.",General,/icons/head_plate_018.png
new_963177,Budget-Line Vambraces of the Sentinel,Chest,6,1,23,50,None,Uncommon,Built from scrap and optimism. One of those failed first.,High-Tech,/icons/chest_plate_013.png
new_617143,Misprinted Microdrone of the Parapet,Trinket,9,0,11,0,None,Common,Congratulations. You found the shiny thing.,General,/icons/acc_trinket_024.png
new_144152,Rattletrap Horned Casque of the Siege Hold,Head,2,6,10,10,None,Common,A reward for your 'hard work.' Try not to lose it.,High-Tech,/icons/head_plate_040.png
new_898365,Stamped-Alloy Railgun of the Nebula,Weapon,15,33,1,55,None,Rare,Even the goblins passed on this one. Bold of you to disagree.,High-Tech,/icons/icons_quest_misc_159.png
